lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,i,chain
-7.39908,0.987816,1.33629,2,3,0,7.49077,0.341179,74,0
-7.39908,0.800878,1.33629,1,1,0,7.82523,0.341179,75,0
-7.04074,0.924827,1.33629,2,3,0,7.74161,0.209054,76,0
-7.05494,0.995948,1.33629,1,1,0,7.05801,0.201994,77,0
-7.0351,0.885918,1.33629,2,3,0,7.68166,0.249538,78,0
-7.0351,0.965714,1.33629,1,3,0,7.12415,0.249538,79,0
-7.52455,0.862027,1.33629,1,3,0,7.71488,0.129035,80,0
-7.1706,1.0,1.33629,1,1,0,7.44355,0.171555,81,0
-7.22923,0.967838,1.33629,2,3,0,7.47875,0.311042,82,0
-8.6748,0.770809,1.33629,2,3,0,8.69835,0.474836,83,0
-7.06787,1.0,1.33629,1,3,0,8.06457,0.267107,84,0
-7.17827,0.985897,1.33629,2,3,0,7.18104,0.170161,85,0
-7.17827,0.825092,1.33629,1,3,0,8.11659,0.170161,86,0
-7.27396,0.977369,1.33629,1,1,0,7.29639,0.15543,87,0
-7.27396,0.808508,1.33629,1,3,0,8.50852,0.15543,88,0
-7.27536,0.999677,1.33629,1,1,0,7.33951,0.155242,89,0
-8.28394,0.880423,1.33629,1,3,0,8.31157,0.0849872,90,0
-7.09794,1.0,1.33629,2,3,0,7.96597,0.278077,91,0
-7.27502,0.937655,1.33629,1,1,0,7.28664,0.320017,92,0
-9.21048,0.611596,1.33629,2,3,0,9.21335,0.0563039,93,0
-8.12191,1.0,1.33629,1,1,0,9.07991,0.0920511,94,0
-7.76018,1.0,1.33629,1,1,0,8.13116,0.111706,95,0
-7.32981,1.0,1.33629,1,1,0,7.68054,0.148412,96,0
-7.07557,1.0,1.33629,1,3,0,7.26564,0.194276,97,0
-7.20824,0.896876,1.33629,2,3,0,7.81584,0.165069,98,0
-7.7966,0.947388,1.33629,2,3,0,7.96624,0.393282,99,0
