lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,i,chain
-7.96426,1.0,0.965593,1,1,0,8.30503,0.0998465,382,3
-7.71485,1.0,0.965593,1,1,0,7.99394,0.114683,383,3
-7.03965,0.889553,0.965593,2,3,0,8.65264,0.252773,384,3
-7.16059,0.930331,0.965593,2,3,0,7.41736,0.173442,385,3
-8.09345,0.797132,0.965593,1,3,0,8.53361,0.424282,386,3
-7.2797,1.0,0.965593,1,1,0,7.82787,0.320891,387,3
-7.42875,0.983201,0.965593,2,3,0,7.49253,0.345746,388,3
-7.09787,0.688406,0.965593,2,3,0,8.88437,0.278054,389,3
-7.04803,1.0,0.965593,1,1,0,7.08472,0.257775,390,3
-7.15358,0.967981,0.965593,1,1,0,7.15386,0.293913,391,3
-7.37624,0.975599,0.965593,2,3,0,7.39429,0.337553,392,3
-7.02467,1.0,0.965593,1,3,0,7.29649,0.238248,393,3
-7.11512,0.974317,0.965593,1,3,0,7.15018,0.183205,394,3
-7.22282,0.975988,0.965593,1,1,0,7.22787,0.16277,395,3
-7.29342,0.985402,0.965593,1,1,0,7.32318,0.152882,396,3
-7.55139,0.952,0.965593,1,1,0,7.56346,0.126796,397,3
-7.06231,0.993314,0.965593,2,3,0,7.60356,0.198993,398,3
-7.02997,0.996244,0.965593,1,3,0,7.08156,0.245099,399,3
-7.10134,0.951667,0.965593,2,3,0,7.29221,0.186691,400,3
-7.22575,0.972025,0.965593,1,1,0,7.22782,0.16232,401,3
-7.60629,0.927774,0.965593,1,1,0,7.6064,0.122456,402,3
-7.37036,0.929385,0.965593,1,3,0,8.32759,0.336602,403,3
-7.04506,1.0,0.965593,2,3,0,7.39908,0.206667,404,3
-7.55356,0.897834,0.965593,1,3,0,7.62395,0.126618,405,3
-7.59507,0.997641,0.965593,2,3,0,7.69232,0.123318,406,3
-7.46297,1.0,0.965593,1,1,0,7.62988,0.134508,407,3
-8.73645,0.84914,0.965593,1,3,0,8.79366,0.0689835,408,3
-8.73645,0.975859,0.965593,1,1,0,9.14186,0.0689835,409,3
-9.75256,0.915243,0.965593,1,1,0,9.77079,0.045199,410,3
-9.89286,0.996937,0.965593,2,3,0,10.185,0.0427702,411,3
-7.67103,0.964248,0.965593,1,3,0,9.84803,0.117704,412,3
-7.11589,0.929949,0.965593,1,3,0,8.00008,0.283645,413,3
-7.69996,0.821125,0.965593,1,1,0,7.70076,0.382035,414,3
-7.67323,1.0,0.965593,1,1,0,7.90941,0.378796,415,3
-12.1951,0.524838,0.965593,2,3,0,12.2274,0.666377,416,3
-13.2507,0.700572,0.965593,1,1,0,15.0184,0.704805,417,3
-8.68076,1.0,0.965593,1,1,0,11.805,0.475304,418,3
-8.04757,1.0,0.965593,1,1,0,8.73946,0.419781,419,3
-7.33174,1.0,0.965593,1,1,0,7.83313,0.330167,420,3
-7.05313,1.0,0.965593,1,3,0,7.24442,0.260432,421,3
-7.70604,0.707769,0.965593,2,3,0,8.87396,0.115278,422,3
-7.25121,0.984603,0.965593,1,3,0,7.61886,0.15857,423,3
-7.03486,0.994838,0.965593,2,3,0,7.28787,0.212852,424,3
-7.03354,1.0,0.965593,1,1,0,7.03713,0.213834,425,3
-7.63924,0.856665,0.965593,1,3,0,7.759,0.374589,426,3
-7.04109,1.0,0.965593,1,3,0,7.46415,0.253707,427,3
-7.02864,1.0,0.965593,1,1,0,7.03781,0.24372,428,3
-7.12823,0.932916,0.965593,2,3,0,7.39729,0.180152,429,3
-7.74426,0.852091,0.965593,1,3,0,8.07825,0.387276,430,3
-7.5163,1.0,0.965593,1,1,0,7.80023,0.358411,431,3
-7.22312,1.0,0.965593,2,3,0,7.44878,0.309778,432,3
-7.78213,0.821865,0.965593,1,1,0,7.80323,0.391641,433,3
-10.0566,0.416409,0.965593,1,1,0,10.1785,0.566112,434,3
-10.4712,0.951222,0.965593,2,3,0,11.5674,0.588561,435,3
-7.79453,1.0,0.965593,2,3,0,10.4378,0.109542,436,3
-7.16113,0.911185,0.965593,1,3,0,8.25191,0.295797,437,3
-7.22804,0.978156,0.965593,1,1,0,7.26145,0.310796,438,3
-7.38431,0.947942,0.965593,1,1,0,7.43017,0.338845,439,3
-7.10038,0.709095,0.965593,2,3,0,8.72501,0.278867,440,3
-7.20395,0.967198,0.965593,1,1,0,7.21532,0.305697,441,3
-7.0575,1.0,0.965593,1,1,0,7.15855,0.262547,442,3
-7.02315,0.996853,0.965593,2,3,0,7.07565,0.234475,443,3
-7.03903,0.997324,0.965593,2,3,0,7.04188,0.210085,444,3
-7.08406,0.988648,0.965593,1,1,0,7.08411,0.191588,445,3
-7.8668,0.820932,0.965593,1,3,0,8.1328,0.401052,446,3
-7.06164,0.994476,0.965593,1,3,0,7.88702,0.199254,447,3
-7.26041,0.978129,0.965593,2,3,0,7.28287,0.31724,448,3
-7.26041,0.717034,0.965593,1,1,0,7.87328,0.31724,449,3
-7.95035,0.782066,0.965593,1,1,0,7.97635,0.40992,450,3
-7.02714,1.0,0.965593,1,3,0,7.71333,0.241956,451,3
-7.06672,0.987217,0.965593,1,3,0,7.09215,0.19734,452,3
-7.15681,0.969314,0.965593,1,3,0,7.27023,0.294725,453,3
-7.15681,0.902114,0.965593,1,1,0,7.37309,0.294725,454,3
-7.05754,1.0,0.965593,1,1,0,7.12756,0.262565,455,3
-7.2731,0.93421,0.965593,1,1,0,7.2731,0.319656,456,3
-7.11862,0.753669,0.965593,2,3,0,8.38788,0.284447,457,3
-8.96194,0.630691,0.965593,1,3,0,8.96814,0.496479,458,3
-8.96194,0.233458,0.965593,1,1,0,11.778,0.496479,459,3
-7.39512,1.0,0.965593,2,3,0,8.41373,0.340557,460,3
-7.39512,0.837815,0.965593,1,3,0,8.0474,0.340557,461,3
-9.05613,0.5026,0.965593,1,3,0,11.57,0.0600726,462,3
-8.35847,1.0,0.965593,1,1,0,9.02378,0.0820085,463,3
-8.51255,0.994189,0.965593,2,3,0,8.68296,0.0763133,464,3
-7.0542,1.0,0.965593,2,3,0,8.16193,0.260961,465,3
-7.37863,0.893803,0.965593,1,3,0,7.6135,0.142922,466,3
-7.08097,0.902862,0.965593,2,3,0,8.85961,0.192542,467,3
-7.16675,0.980012,0.965593,1,1,0,7.16904,0.172272,468,3
-7.17631,0.970775,0.965593,1,3,0,7.44112,0.299447,469,3
-7.37844,0.934013,0.965593,1,1,0,7.40432,0.337906,470,3
-7.02266,0.947805,0.965593,2,3,0,7.66876,0.231224,471,3
-7.03957,0.995687,0.965593,1,3,0,7.04202,0.252719,472,3
-7.07635,0.968019,0.965593,2,3,0,7.20085,0.270477,473,3
-7.08619,0.996956,0.965593,1,1,0,7.10048,0.27409,474,3
-7.2247,0.956554,0.965593,1,1,0,7.23036,0.310107,475,3
-7.33104,0.9645,0.965593,1,1,0,7.38083,0.330048,476,3
-7.48582,0.947051,0.965593,1,1,0,7.5666,0.354126,477,3
-7.39482,0.827973,0.965593,1,3,0,8.28222,0.141211,478,3
-7.5884,0.988528,0.965593,2,3,0,7.62326,0.123837,479,3
-7.46502,0.914761,0.965593,1,3,0,8.43458,0.351129,480,3
-7.13995,1.0,0.965593,2,3,0,7.39103,0.177601,481,3
-7.36437,0.952712,0.965593,1,1,0,7.36497,0.144473,482,3
-9.05676,0.823971,0.965593,2,3,0,9.42093,0.0600565,483,3
-8.50575,1.0,0.965593,1,1,0,9.079,0.0765524,484,3
-7.18161,1.0,0.965593,2,3,0,8.14132,0.300683,485,3
-7.17575,1.0,0.965593,1,1,0,7.22646,0.299316,486,3
-7.18251,0.997781,0.965593,1,1,0,7.22914,0.300892,487,3
-7.16145,1.0,0.965593,1,1,0,7.21528,0.295876,488,3
-7.15817,1.0,0.965593,1,1,0,7.20184,0.295062,489,3
-7.05827,1.0,0.965593,1,1,0,7.12879,0.262904,490,3
-7.0736,0.957638,0.965593,2,3,0,7.26071,0.269413,491,3
-7.62303,0.756787,0.965593,2,3,0,8.51425,0.121192,492,3
-9.31082,0.765012,0.965593,1,3,0,10.7018,0.52062,493,3
-8.10168,1.0,0.965593,1,1,0,9.12471,0.42508,494,3
-7.04689,1.0,0.965593,1,3,0,7.78247,0.257145,495,3
-7.07662,0.962877,0.965593,2,3,0,7.22929,0.27058,496,3
-7.07222,0.982157,0.965593,2,3,0,7.18819,0.195399,497,3
-7.36394,0.920891,0.965593,1,3,0,7.53383,0.335556,498,3
-9.13394,0.51785,0.965593,1,1,0,9.15777,0.508648,499,3
-7.0304,1.0,0.965593,1,3,0,8.53497,0.245524,500,3
-7.02836,1.0,0.965593,1,1,0,7.03106,0.243404,501,3
-7.24674,0.947842,0.965593,1,3,0,7.25575,0.314571,502,3
-7.06767,1.0,0.965593,1,1,0,7.19087,0.267025,503,3
-7.02274,0.998373,0.965593,2,3,0,7.07732,0.229211,504,3
-7.78069,0.821541,0.965593,1,3,0,8.03768,0.110405,505,3
-8.67177,0.886527,0.965593,1,1,0,8.672,0.0709975,506,3
-7.15229,0.941949,0.965593,1,3,0,9.48047,0.293585,507,3
-7.11515,1.0,0.965593,1,1,0,7.16282,0.283426,508,3
-7.04571,1.0,0.965593,1,1,0,7.09474,0.25648,509,3
-7.22737,0.873328,0.965593,2,3,0,7.67742,0.310659,510,3
-7.33907,0.962691,0.965593,1,1,0,7.38916,0.331415,511,3
-7.08125,0.974539,0.965593,1,3,0,7.47104,0.192453,512,3
-8.20935,0.799636,0.965593,1,3,0,8.42569,0.0881326,513,3
-8.27257,0.997397,0.965593,2,3,0,8.45652,0.0854556,514,3
-8.54309,0.969104,0.965593,1,1,0,8.66907,0.0752517,515,3
-7.65053,0.949063,0.965593,1,3,0,8.41442,0.119169,516,3
-7.1094,1.0,0.965593,2,3,0,7.50394,0.281694,517,3
-7.20149,0.970679,0.965593,1,1,0,7.21632,0.30516,518,3
-7.04597,0.99024,0.965593,1,3,0,7.25478,0.206196,519,3
-7.08813,0.996107,0.965593,2,3,0,7.0882,0.274772,520,3
-7.08813,0.536376,0.965593,1,3,0,8.75836,0.274772,521,3
-7.51257,0.850107,0.965593,1,3,0,7.90534,0.130062,522,3
-8.70327,0.853342,0.965593,1,3,0,8.73817,0.0700069,523,3
-7.18517,1.0,0.965593,2,3,0,8.28723,0.301503,524,3
-7.93001,0.893247,0.965593,2,3,0,7.93782,0.407796,525,3
-7.10333,1.0,0.965593,1,3,0,7.65054,0.279808,526,3
-7.16472,0.844996,0.965593,2,3,0,7.8144,0.296677,527,3
-7.05633,0.919445,0.965593,2,3,0,7.5233,0.261994,528,3
-7.84425,0.823006,0.965593,1,3,0,7.8545,0.39859,529,3
-7.7835,1.0,0.965593,1,1,0,8.0777,0.391797,530,3
-7.6929,0.674062,0.965593,1,3,0,9.26713,0.116178,531,3
-7.57101,1.0,0.965593,1,1,0,7.75024,0.12521,532,3
-7.03073,0.968099,0.965593,1,3,0,7.65627,0.24584,533,3
-7.02751,0.997538,0.965593,2,3,0,7.04741,0.219385,534,3
-7.02751,0.92258,0.965593,1,3,0,7.34368,0.219385,535,3
-7.85387,0.849749,0.965593,2,3,0,8.08624,0.105975,536,3
-7.36704,1.0,0.965593,1,1,0,7.7695,0.144179,537,3
-9.14868,0.877849,0.965593,2,3,0,9.6598,0.509666,538,3
-9.03419,1.0,0.965593,1,1,0,9.83767,0.501658,539,3
-7.60407,0.755923,0.965593,1,3,0,10.3854,0.122626,540,3
-8.33628,0.965289,0.965593,2,3,0,8.33701,0.0828791,541,3
-9.1936,0.914173,0.965593,1,1,0,9.21303,0.0567013,542,3
-10.0647,0.937884,0.965593,1,1,0,10.1198,0.0400021,543,3
-9.68714,1.0,0.965593,1,1,0,10.2431,0.0463878,544,3
-8.01976,0.909623,0.965593,1,3,0,9.54225,0.096985,545,3
-7.02856,0.971646,0.965593,1,3,0,8.05598,0.218239,546,3
-7.08666,0.983086,0.965593,1,3,0,7.11556,0.274255,547,3
-7.09614,0.997042,0.965593,1,1,0,7.11368,0.277485,548,3
-7.59749,0.846568,0.965593,1,1,0,7.59763,0.369275,549,3
-7.43394,1.0,0.965593,1,1,0,7.65485,0.34653,550,3
-7.43394,0.741754,0.965593,1,1,0,8.01634,0.34653,551,3
-7.13759,1.0,0.965593,2,3,0,7.36316,0.178101,552,3
-7.10685,1.0,0.965593,2,3,0,7.14456,0.18526,553,3
-7.60432,0.651684,0.965593,2,3,0,10.0479,0.122607,554,3
-7.2907,1.0,0.965593,2,3,0,7.55152,0.153231,555,3
-7.13217,1.0,0.965593,1,1,0,7.25893,0.179276,556,3
-7.84384,0.890882,0.965593,2,3,0,8.11262,0.106564,557,3
-7.08453,0.935875,0.965593,2,3,0,8.54593,0.273501,558,3
-7.32095,0.92632,0.965593,1,1,0,7.32296,0.328305,559,3
-7.07066,0.97909,0.965593,1,3,0,7.42874,0.195937,560,3
-7.07066,0.620351,0.965593,1,3,0,8.93982,0.195937,561,3
-7.20678,0.987778,0.965593,2,3,0,7.21133,0.306312,562,3
-7.12419,1.0,0.965593,1,1,0,7.20001,0.286049,563,3
-7.41764,0.625518,0.965593,2,3,0,9.11609,0.344054,564,3
-7.41764,0.454527,0.965593,1,1,0,8.75782,0.344054,565,3
-7.06228,0.760666,0.965593,2,3,0,8.47926,0.264717,566,3
-7.06228,0.460092,0.965593,1,3,0,9.22475,0.264717,567,3
-7.06785,0.96384,0.965593,2,3,0,7.25136,0.19693,568,3
-7.13707,0.983507,0.965593,1,1,0,7.13886,0.178213,569,3
-7.25053,0.956568,0.965593,1,3,0,7.49862,0.315317,570,3
-7.6488,0.749831,0.965593,1,3,0,8.44436,0.119295,571,3
-7.08494,0.991911,0.965593,2,3,0,7.72228,0.191322,572,3
-8.11076,0.819299,0.965593,1,3,0,8.28449,0.09257,573,3
-9.21153,0.882499,0.965593,1,1,0,9.21161,0.0562794,574,3
-8.86611,1.0,0.965593,1,1,0,9.33833,0.0651717,575,3
-8.59367,1.0,0.965593,1,1,0,8.99512,0.0735383,576,3
-7.10045,0.857758,0.965593,1,3,0,9.23419,0.27889,577,3
-7.11335,0.995933,0.965593,1,1,0,7.13467,0.28289,578,3
-7.02593,0.998114,0.965593,1,3,0,7.11822,0.221401,579,3
-7.43324,0.907032,0.965593,1,3,0,7.51929,0.13734,580,3
-7.04264,0.969922,0.965593,1,3,0,7.53579,0.254671,581,3
-7.04565,0.999702,0.965593,2,3,0,7.05089,0.256447,582,3
-7.02504,1.0,0.965593,2,3,0,7.04262,0.222769,583,3
-7.10203,0.982417,0.965593,1,3,0,7.1095,0.18651,584,3
-8.31083,0.748702,0.965593,1,3,0,8.66195,0.444459,585,3
-8.01456,1.0,0.965593,2,3,0,8.51651,0.416485,586,3
-7.27762,1.0,0.965593,1,1,0,7.77937,0.320504,587,3
-8.5002,0.641539,0.965593,1,1,0,8.51651,0.460729,588,3
-8.51474,0.994366,0.965593,1,1,0,9.05073,0.461934,589,3
-8.53155,0.351165,0.965593,2,3,0,16.0769,0.46332,590,3
-7.34532,1.0,0.965593,1,1,0,8.12844,0.332469,591,3
-7.05714,0.814781,0.965593,2,3,0,8.15207,0.262378,592,3
-7.16485,0.956584,0.965593,1,3,0,7.29328,0.17263,593,3
-7.17881,0.996904,0.965593,1,1,0,7.20948,0.170064,594,3
-7.06202,0.976235,0.965593,2,3,0,7.32081,0.2646,595,3
-7.29881,0.915534,0.965593,1,3,0,7.50874,0.152196,596,3
-7.08269,0.960602,0.965593,2,3,0,7.52551,0.272837,597,3
-7.31794,0.96849,0.965593,2,3,0,7.31973,0.327782,598,3
-7.07169,1.0,0.965593,1,1,0,7.23937,0.26866,599,3
-7.02618,0.991823,0.965593,2,3,0,7.11969,0.240676,600,3
-7.17235,0.964844,0.965593,1,3,0,7.17946,0.298513,601,3
-7.23561,0.920045,0.965593,1,3,0,7.58378,0.160834,602,3
-7.09116,1.0,0.965593,1,1,0,7.20283,0.189495,603,3
-7.57736,0.917122,0.965593,1,3,0,7.60515,0.124705,604,3
-8.2831,0.897811,0.965593,1,1,0,8.28395,0.0850214,605,3
-7.76815,1.0,0.965593,1,1,0,8.23658,0.111197,606,3
-7.58275,1.0,0.965593,1,1,0,7.8018,0.12428,607,3
-7.46092,1.0,0.965593,1,1,0,7.62138,0.134698,608,3
-7.06468,1.0,0.965593,1,3,0,7.39518,0.198093,609,3
-7.04204,1.0,0.965593,1,1,0,7.06052,0.208307,610,3
-8.10602,0.603572,0.965593,2,3,0,9.74698,0.0927922,611,3
-7.18765,0.996229,0.965593,1,3,0,7.98955,0.168508,612,3
-7.03308,0.961474,0.965593,2,3,0,7.4792,0.247922,613,3
-7.06955,0.977384,0.965593,2,3,0,7.15663,0.196326,614,3
-7.2719,0.965375,0.965593,1,3,0,7.27413,0.155706,615,3
-7.11555,0.882607,0.965593,2,3,0,8.73978,0.183102,616,3
-7.34702,0.96234,0.965593,1,3,0,7.34703,0.146417,617,3
-7.34702,0.924282,0.965593,1,1,0,7.70905,0.146417,618,3
-7.17372,1.0,0.965593,2,3,0,7.31698,0.170984,619,3
-11.4467,0.499566,0.965593,2,3,0,12.23,0.635253,620,3
-10.6656,1.0,0.965593,1,1,0,12.4374,0.598508,621,3
-7.48067,1.0,0.965593,2,3,0,9.4794,0.35339,622,3
-7.45102,1.0,0.965593,1,1,0,7.60824,0.349075,623,3
-7.06097,1.0,0.965593,1,3,0,7.32683,0.264134,624,3
-7.03025,0.997021,0.965593,1,3,0,7.07905,0.216581,625,3
-7.03025,0.537068,0.965593,1,3,0,9.90023,0.216581,626,3
-8.00263,0.793179,0.965593,1,3,0,8.28338,0.097854,627,3
-7.25367,0.983946,0.965593,1,3,0,7.88046,0.15822,628,3
-7.03418,0.995029,0.965593,2,3,0,7.28833,0.213353,629,3
-7.75476,0.657544,0.965593,2,3,0,9.24831,0.112054,630,3
-7.11493,1.0,0.965593,1,3,0,7.65968,0.18325,631,3
-7.07097,1.0,0.965593,1,1,0,7.10895,0.195832,632,3
-7.43771,0.93419,0.965593,1,3,0,7.45666,0.136905,633,3
-8.06631,0.900508,0.965593,1,1,0,8.0664,0.0946857,634,3
-7.04929,0.989647,0.965593,1,3,0,8.0505,0.204554,635,3
-7.28134,0.955418,0.965593,1,3,0,7.29243,0.154449,636,3
-7.05765,0.955147,0.965593,2,3,0,7.57164,0.262616,637,3
-7.05765,0.93145,0.965593,1,3,0,7.26278,0.262616,638,3
-7.64099,0.866806,0.965593,1,3,0,7.64611,0.374808,639,3
-8.03687,0.862544,0.965593,1,1,0,8.2067,0.418718,640,3
-7.5587,1.0,0.965593,2,3,0,7.99302,0.364178,641,3
-7.44941,0.798326,0.965593,1,3,0,8.48087,0.135782,642,3
-7.83664,0.936344,0.965593,1,1,0,7.85065,0.10699,643,3
-7.07804,0.925832,0.965593,1,3,0,8.13098,0.271117,644,3
-7.3971,0.901684,0.965593,1,1,0,7.39733,0.340869,645,3
-7.08296,0.730471,0.965593,2,3,0,8.61642,0.272935,646,3
-7.20321,0.835751,0.965593,2,3,0,7.8566,0.305535,647,3
-8.42485,0.521347,0.965593,1,3,0,9.81109,0.0794823,648,3
-7.13078,0.999213,0.965593,2,3,0,8.38991,0.179583,649,3
-7.06551,1.0,0.965593,1,1,0,7.11679,0.197787,650,3
-7.03917,0.993787,0.965593,2,3,0,7.10428,0.252452,651,3
-7.03917,0.91189,0.965593,1,3,0,7.40174,0.252452,652,3
-7.37475,0.921589,0.965593,1,3,0,7.38091,0.337312,653,3
-9.37858,0.45267,0.965593,1,3,0,12.24,0.0525328,654,3
-10.058,0.984511,0.965593,2,3,0,10.1601,0.0401063,655,3
-7.24813,0.976895,0.965593,1,3,0,10.3726,0.159009,656,3
-7.59299,0.935135,0.965593,1,1,0,7.59477,0.12348,657,3
-7.69378,0.983496,0.965593,1,1,0,7.78043,0.116117,658,3
-7.23795,0.952766,0.965593,1,3,0,8.24824,0.312816,659,3
-7.1976,1.0,0.965593,1,1,0,7.2733,0.304301,660,3
-7.05505,1.0,0.965593,2,3,0,7.1534,0.261378,661,3
-9.30261,0.576191,0.965593,1,3,0,9.35028,0.520076,662,3
-7.98799,1.0,0.965593,1,1,0,9.02939,0.413793,663,3
-7.36667,1.0,0.965593,2,3,0,7.82034,0.14422,664,3
-7.15046,1.0,0.965593,2,3,0,7.32187,0.175433,665,3
-7.12809,1.0,0.965593,1,1,0,7.16588,0.180183,666,3
-9.33345,0.613437,0.965593,1,3,0,9.83138,0.522115,667,3
-8.83147,1.0,0.965593,2,3,0,9.75372,0.486865,668,3
-7.55159,1.0,0.965593,2,3,0,8.43706,0.363226,669,3
-8.68991,0.651271,0.965593,1,1,0,8.78452,0.47602,670,3
-7.3675,1.0,0.965593,2,3,0,8.60069,0.144128,671,3
-7.02267,1.0,0.965593,2,3,0,7.33333,0.231525,672,3
-9.6417,0.603273,0.965593,2,3,0,9.67511,0.0472357,673,3
-8.9671,1.0,0.965593,1,1,0,9.6675,0.0623945,674,3
-7.24182,0.812182,0.965593,1,3,0,10.1304,0.313592,675,3
-7.02288,0.972964,0.965593,2,3,0,7.3933,0.233233,676,3
-7.47817,0.885976,0.965593,1,3,0,7.62671,0.13311,677,3
-7.73028,0.985971,0.965593,2,3,0,7.76627,0.113653,678,3
-7.08584,1.0,0.965593,2,3,0,7.56345,0.273965,679,3
-7.28998,0.936182,0.965593,1,1,0,7.29304,0.322787,680,3
-8.32169,0.853519,0.965593,2,3,0,8.34496,0.445423,681,3
-7.36076,1.0,0.965593,2,3,0,8.14616,0.144871,682,3
-7.8227,0.921195,0.965593,1,1,0,7.82498,0.107823,683,3
-7.12417,1.0,0.965593,1,3,0,7.72355,0.181072,684,3
-10.437,0.457459,0.965593,1,3,0,11.9419,0.0346903,685,3
-11.217,0.964264,0.965593,1,1,0,11.3383,0.0259561,686,3
-7.55998,1.0,0.965593,1,3,0,11.785,0.126096,687,3
-7.11909,0.850832,0.965593,2,3,0,9.07755,0.182256,688,3
-7.04813,0.938247,0.965593,2,3,0,7.53382,0.257829,689,3
-11.9906,0.31972,0.965593,2,7,0,12.0256,0.0196285,690,3
-10.4401,1.0,0.965593,1,1,0,11.9293,0.0346485,691,3
-10.8506,0.980127,0.965593,1,1,0,11.0801,0.0297085,692,3
-9.80003,1.0,0.965593,1,1,0,10.8374,0.0443594,693,3
-9.26295,1.0,0.965593,1,1,0,9.89102,0.0550914,694,3
-10.1579,0.938036,0.965593,1,1,0,10.2118,0.0385897,695,3
-9.39358,1.0,0.965593,1,1,0,10.1893,0.0522119,696,3
-9.41034,0.998708,0.965593,1,1,0,9.72742,0.0518561,697,3
-9.57094,0.98808,0.965593,1,1,0,9.83218,0.0485934,698,3
-9.8177,0.983064,0.965593,1,1,0,10.0583,0.0440515,699,3
-9.83957,0.998567,0.965593,1,1,0,10.1846,0.043674,700,3
-7.02938,1.0,0.965593,2,3,0,9.1986,0.244506,701,3
-7.51427,0.886406,0.965593,1,3,0,7.5365,0.35813,702,3
-8.03411,0.566096,0.965593,1,3,0,9.6193,0.0962664,703,3
-7.02639,0.989412,0.965593,2,3,0,8.08527,0.220779,704,3
-7.02307,0.997141,0.965593,2,3,0,7.04358,0.234144,705,3
-7.07689,0.985364,0.965593,1,3,0,7.09304,0.193841,706,3
-7.06061,0.966801,0.965593,2,3,0,7.301,0.263972,707,3
-7.76512,0.840696,0.965593,1,3,0,7.77172,0.389693,708,3
-7.1438,1.0,0.965593,1,1,0,7.55572,0.291395,709,3
-7.37186,0.926626,0.965593,1,1,0,7.38696,0.336844,710,3
-7.11741,1.0,0.965593,2,3,0,7.31159,0.182654,711,3
-7.11741,0.877478,0.965593,1,3,0,7.77675,0.182654,712,3
-7.11823,0.999809,0.965593,1,1,0,7.14155,0.182459,713,3
-7.50823,0.96503,0.965593,2,3,0,7.54832,0.357288,714,3
-7.5269,0.993304,0.965593,1,1,0,7.68705,0.359874,715,3
-7.64213,0.958996,0.965593,1,1,0,7.79704,0.37495,716,3
-7.0294,1.0,0.965593,1,3,0,7.58017,0.217381,717,3
-7.15498,0.972815,0.965593,1,3,0,7.16474,0.174535,718,3
-7.62501,0.916676,0.965593,2,3,0,7.91681,0.121044,719,3
-7.02678,0.989948,0.965593,1,3,0,7.61328,0.220267,720,3
-7.56301,0.879602,0.965593,1,3,0,7.68729,0.125851,721,3
-7.95309,0.939741,0.965593,1,1,0,7.97757,0.100439,722,3
-7.17074,0.995261,0.965593,1,3,0,7.84041,0.17153,723,3
-7.47139,0.939405,0.965593,1,1,0,7.47149,0.13373,724,3
-7.02825,0.914024,0.965593,2,3,0,8.22376,0.243283,725,3
-7.50417,0.888241,0.965593,1,3,0,7.52791,0.356721,726,3
-7.36268,1.0,0.965593,1,1,0,7.54735,0.335348,727,3
-7.34499,1.0,0.965593,1,1,0,7.45892,0.332413,728,3
-7.10482,1.0,0.965593,2,3,0,7.27161,0.280277,729,3
-7.02384,0.990361,0.965593,2,3,0,7.15939,0.236503,730,3
-7.11852,0.927374,0.965593,2,3,0,7.43401,0.182392,731,3
-7.63914,0.870529,0.965593,1,3,0,7.93959,0.374576,732,3
-7.63914,0.737475,0.965593,1,3,0,8.63786,0.374576,733,3
-7.78947,0.642279,0.965593,1,3,0,9.28897,0.109856,734,3
-7.10539,1.0,0.965593,1,3,0,7.69726,0.185634,735,3
-7.0599,1.0,0.965593,2,3,0,7.09678,0.199941,736,3
-7.55463,0.877917,0.965593,1,3,0,7.7305,0.363633,737,3
-7.15316,1.0,0.965593,1,1,0,7.42821,0.293805,738,3
-7.1276,0.963459,0.965593,1,3,0,7.36648,0.180293,739,3
-7.1276,0.750331,0.965593,1,3,0,8.48538,0.180293,740,3
-7.16409,0.991727,0.965593,1,1,0,7.18156,0.172773,741,3
-7.08572,1.0,0.965593,1,1,0,7.14925,0.191086,742,3
-7.37257,0.971261,0.965593,2,3,0,7.40376,0.33696,743,3
-7.02449,0.920771,0.965593,2,3,0,7.75646,0.237902,744,3
-7.25098,0.858469,0.965593,2,3,0,7.85828,0.158602,745,3
-7.11689,1.0,0.965593,2,3,0,7.22405,0.18278,746,3
-7.34341,0.951218,0.965593,1,1,0,7.34341,0.14683,747,3
-9.44324,0.66044,0.965593,1,3,0,10.3675,0.529255,748,3
-7.38171,1.0,0.965593,1,1,0,8.69485,0.33843,749,3
-7.10208,1.0,0.965593,2,3,0,7.29351,0.279411,750,3
-7.55741,0.925346,0.965593,2,3,0,7.56086,0.126305,751,3
-7.17335,0.982789,0.965593,2,3,0,7.77489,0.17105,752,3
-7.92313,0.887588,0.965593,2,3,0,8.23268,0.102058,753,3
-7.08541,0.876206,0.965593,2,3,0,8.83023,0.273815,754,3
-8.34553,0.730871,0.965593,1,3,0,8.35333,0.447524,755,3
-7.62327,1.0,0.965593,1,1,0,8.21408,0.372576,756,3
-7.23993,1.0,0.965593,2,3,0,7.52287,0.313213,757,3
-7.05416,0.882771,0.965593,2,3,0,7.75168,0.260941,758,3
-7.03019,1.0,0.965593,1,1,0,7.04726,0.24532,759,3
-7.09166,0.968738,0.965593,2,3,0,7.19639,0.275984,760,3
-7.09166,0.548703,0.965593,1,3,0,8.69429,0.275984,761,3
-8.49547,0.749333,0.965593,2,3,0,8.50669,0.0769161,762,3
-7.02319,1.0,0.965593,2,3,0,8.22544,0.226943,763,3
-7.03126,0.997819,0.965593,2,3,0,7.03753,0.215682,764,3
-7.43383,0.909304,0.965593,2,3,0,7.67616,0.346513,765,3
-7.43383,0.663986,0.965593,1,3,0,8.68536,0.346513,766,3
-8.06219,0.793992,0.965593,1,1,0,8.14312,0.421226,767,3
-7.20162,1.0,0.965593,2,3,0,8.01955,0.166149,768,3
-7.66698,0.9302,0.965593,1,3,0,7.66914,0.11799,769,3
-7.05843,1.0,0.965593,1,3,0,7.60186,0.200534,770,3
