lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,i
-6.79272,0.983893,0.962205,2,3,0,6.8541,0.213924,407
-6.77218,1.0,0.962205,2,3,0,6.7903,0.223219,408
-6.92549,0.981038,0.962205,2,3,0,6.94603,0.328889,409
-7.65689,0.729094,0.962205,1,3,0,8.57963,0.110806,410
-9.43989,0.640347,0.962205,2,3,0,12.2787,0.0501774,411
-10.6663,0.928745,0.962205,1,1,0,10.6929,0.0314425,412
-7.54174,0.973274,0.962205,1,3,0,10.8433,0.11797,413
-7.0274,0.938405,0.962205,1,3,0,8.24045,0.350167,414
-6.79178,0.981663,0.962205,1,3,0,7.12555,0.21429,415
-6.9387,0.818108,0.962205,2,3,0,8.13511,0.178569,416
-7.36046,0.919157,0.962205,2,3,0,7.724,0.131073,417
-6.96775,1.0,0.962205,2,3,0,7.28329,0.17381,418
-6.79162,0.998749,0.962205,1,3,0,6.92681,0.214355,419
-6.763,1.0,0.962205,2,3,0,6.78474,0.228794,420
-7.34344,0.877317,0.962205,1,3,0,7.44377,0.132446,421
-10.1763,0.753783,0.962205,1,3,0,10.7118,0.0377554,422
-6.81843,1.0,0.962205,2,3,0,9.60141,0.205158,423
-6.79503,0.961066,0.962205,2,3,0,7.08587,0.289567,424
-7.26514,0.922235,0.962205,2,3,0,7.27803,0.139149,425
-6.75168,0.975973,0.962205,1,3,0,7.31747,0.260798,426
-6.7598,0.997659,0.962205,1,1,0,6.75998,0.269507,427
-7.90463,0.806805,0.962205,2,3,0,7.95682,0.0976136,428
-7.6618,1.0,0.962205,2,3,0,7.97052,0.110516,429
-6.75242,0.992342,0.962205,2,3,0,7.68021,0.238401,430
-7.10065,0.917558,0.962205,2,3,0,7.31138,0.363293,431
-7.08556,0.855855,0.962205,1,3,0,7.79828,0.157724,432
-7.27393,0.965116,0.962205,1,1,0,7.3059,0.138361,433
-6.77218,1.0,0.962205,1,3,0,7.21413,0.223217,434
-6.81061,0.98541,0.962205,2,3,0,6.88733,0.207604,435
-7.48112,0.879862,0.962205,1,3,0,7.54603,0.122074,436
-8.93024,0.854933,0.962205,2,3,0,9.54224,0.0616833,437
-8.46546,1.0,0.962205,1,1,0,9.00698,0.0752315,438
-8.70992,0.976145,0.962205,1,1,0,8.89454,0.0676709,439
-7.291,0.95862,0.962205,1,3,0,8.5522,0.13686,440
-6.85173,0.93993,0.962205,1,3,0,7.60316,0.309586,441
-7.27803,0.836476,0.962205,1,3,0,7.76905,0.137998,442
-7.39385,0.980301,0.962205,1,1,0,7.47213,0.128461,443
-7.08379,0.817506,0.962205,2,3,0,9.51682,0.157936,444
-6.83661,0.957878,0.962205,2,3,0,7.32093,0.304901,445
-6.75024,0.988129,0.962205,2,3,0,6.90421,0.258386,446
-6.76238,0.989458,0.962205,2,3,0,6.80737,0.229226,447
-7.00146,0.936348,0.962205,1,3,0,7.08618,0.345148,448
-6.79584,0.980404,0.962205,1,3,0,7.10961,0.212735,449
-6.81794,0.99458,0.962205,1,1,0,6.82573,0.205306,450
-6.81184,1.0,0.962205,2,3,0,6.83128,0.20721,451
-6.76144,1.0,0.962205,2,3,0,6.79864,0.270838,452
-6.77986,0.981653,0.962205,2,3,0,6.85659,0.282389,453
-6.76071,1.0,0.962205,1,1,0,6.77546,0.270257,454
-6.84615,0.971013,0.962205,1,3,0,6.91061,0.197528,455
-6.7487,1.0,0.962205,2,3,0,6.83887,0.254627,456
-7.1925,0.924903,0.962205,2,3,0,7.25515,0.146036,457
-6.74985,0.99372,0.962205,1,3,0,7.17558,0.242485,458
-6.7917,0.988276,0.962205,1,3,0,6.80656,0.2881,459
-7.33084,0.64267,0.962205,2,3,0,8.71202,0.397926,460
-6.91851,1.0,0.962205,1,1,0,7.20867,0.327247,461
-6.91851,0.471205,0.962205,1,3,0,9.97532,0.327247,462
-6.91851,0.594419,0.962205,1,1,0,7.88791,0.327247,463
-6.91851,0.57638,0.962205,1,3,0,9.17055,0.327247,464
-7.25141,0.89356,0.962205,1,1,0,7.27306,0.386841,465
-7.25141,0.669808,0.962205,1,1,0,8.03206,0.386841,466
-7.25141,0.910989,0.962205,1,1,0,7.55464,0.386841,467
-7.43353,0.937238,0.962205,1,1,0,7.5772,0.41126,468
-7.07781,1.0,0.962205,1,1,0,7.37697,0.359348,469
-6.80155,1.0,0.962205,1,1,0,6.98976,0.292304,470
-6.93891,0.957518,0.962205,1,1,0,6.94237,0.331965,471
-6.75238,1.0,0.962205,1,3,0,6.89243,0.261796,472
-7.22346,0.733941,0.962205,2,3,0,8.38141,0.143013,473
-6.9911,1.0,0.962205,1,1,0,7.18979,0.170256,474
-6.77154,1.0,0.962205,1,3,0,6.94743,0.223566,475
-6.78281,0.991287,0.962205,2,3,0,6.84492,0.218035,476
-7.02068,0.933946,0.962205,1,3,0,7.15119,0.348889,477
-7.00285,1.0,0.962205,1,1,0,7.09298,0.345423,478
-7.00285,0.512537,0.962205,1,3,0,9.81839,0.345423,479
-6.94043,0.925088,0.962205,1,3,0,7.40168,0.178275,480
-7.54524,0.850945,0.962205,1,3,0,8.04817,0.424741,481
-7.14818,1.0,0.962205,1,1,0,7.49242,0.371145,482
-7.91853,0.9014,0.962205,2,3,0,7.98286,0.464225,483
-9.30111,0.831228,0.962205,2,3,0,9.57842,0.571211,484
-7.49659,1.0,0.962205,1,1,0,8.75375,0.418988,485
-6.8115,0.650754,0.962205,2,3,0,9.1945,0.296197,486
-6.86009,0.916991,0.962205,2,3,0,7.22448,0.194149,487
-6.7481,0.999126,0.962205,1,3,0,6.8521,0.248415,488
-6.7481,0.958048,0.962205,1,3,0,6.90655,0.248415,489
-6.75056,0.940571,0.962205,2,3,0,7.06985,0.241164,490
-6.75039,1.0,0.962205,1,1,0,6.75113,0.241456,491
-7.28717,0.843583,0.962205,2,3,0,7.74149,0.391926,492
-6.75313,0.95345,0.962205,2,3,0,7.56817,0.237504,493
-6.87546,0.97409,0.962205,2,3,0,6.93492,0.190693,494
-8.94532,0.624724,0.962205,1,3,0,9.51718,0.547599,495
-7.37515,1.0,0.962205,2,3,0,8.46223,0.403804,496
-7.59426,0.92398,0.962205,1,1,0,7.77795,0.430372,497
-6.93963,1.0,0.962205,1,1,0,7.3825,0.332127,498
-6.99556,0.981591,0.962205,1,1,0,7.04724,0.343974,499
-6.99556,0.86611,0.962205,1,1,0,7.30585,0.343974,500
-7.4972,0.451454,0.962205,2,3,0,10.364,0.419061,501
-7.27457,1.0,0.962205,1,1,0,7.56511,0.390152,502
-7.04613,1.0,0.962205,2,3,0,7.26378,0.35366,503
-7.46766,0.708536,0.962205,1,3,0,8.44545,0.123021,504
-7.2247,1.0,0.962205,2,3,0,7.46801,0.142894,505
-7.40087,0.969714,0.962205,1,1,0,7.45648,0.127923,506
-6.80321,1.0,0.962205,1,3,0,7.31748,0.210081,507
-6.7538,1.0,0.962205,2,3,0,6.79283,0.263595,508
-7.68231,0.792758,0.962205,1,3,0,7.73205,0.440108,509
-7.68231,0.289551,0.962205,1,1,0,9.93781,0.440108,510
-7.22594,1.0,0.962205,2,3,0,7.6281,0.383119,511
-6.83381,0.962769,0.962205,1,3,0,7.4156,0.200752,512
-6.86874,0.977562,0.962205,2,3,0,7.04999,0.192174,513
-6.90678,0.991395,0.962205,1,1,0,6.92765,0.184332,514
-6.84833,1.0,0.962205,2,3,0,6.90626,0.196982,515
-6.77304,0.93101,0.962205,2,3,0,7.3082,0.278629,516
-7.48913,0.794744,0.962205,1,3,0,7.90957,0.121517,517
-7.06171,1.0,0.962205,1,1,0,7.41346,0.160652,518
-6.96186,0.945077,0.962205,2,3,0,7.4829,0.337004,519
-6.75895,0.995372,0.962205,1,3,0,6.97955,0.231831,520
-7.04789,0.92514,0.962205,1,3,0,7.1314,0.353985,521
-6.77302,1.0,0.962205,1,3,0,6.96392,0.27862,522
-6.75255,0.998115,0.962205,1,3,0,6.78388,0.238232,523
-6.8525,0.977783,0.962205,1,3,0,6.86047,0.195958,524
-8.05138,0.800899,0.962205,1,3,0,8.22802,0.0909135,525
-6.82294,0.889124,0.962205,1,3,0,8.54898,0.300331,526
-7.00806,0.781463,0.962205,2,3,0,7.88256,0.346446,527
-8.03349,0.637976,0.962205,1,3,0,9.45933,0.0916929,528
-6.84147,1.0,0.962205,1,3,0,7.95739,0.198722,529
-7.24764,0.935725,0.962205,1,3,0,7.25588,0.140743,530
-8.62226,0.907633,0.962205,2,3,0,8.7098,0.524184,531
-7.37577,1.0,0.962205,2,3,0,8.32242,0.129863,532
-7.74098,0.944525,0.962205,1,1,0,7.7805,0.106023,533
-6.81843,0.995693,0.962205,2,3,0,7.75794,0.205157,534
-6.96656,0.966228,0.962205,1,1,0,6.96708,0.173997,535
-6.90428,1.0,0.962205,1,1,0,6.97634,0.184811,536
-7.6094,0.889291,0.962205,2,3,0,7.93973,0.113668,537
-7.13035,1.0,0.962205,1,1,0,7.52945,0.152566,538
-6.93646,1.0,0.962205,1,1,0,7.09984,0.178956,539
-7.05133,0.976055,0.962205,1,1,0,7.07149,0.161972,540
-8.18028,0.772313,0.962205,1,3,0,8.97832,0.48827,541
-7.70888,1.0,0.962205,1,1,0,8.2852,0.442959,542
-7.30042,1.0,0.962205,1,1,0,7.7005,0.393769,543
-6.74843,0.924572,0.962205,2,3,0,7.72466,0.246419,544
-6.74844,1.0,0.962205,2,3,0,6.74855,0.246406,545
-6.80386,0.986492,0.962205,1,3,0,6.8118,0.209857,546
-7.33236,0.909619,0.962205,2,3,0,7.5426,0.133354,547
-7.33236,0.877664,0.962205,1,3,0,8.09227,0.133354,548
-6.7826,1.0,0.962205,2,3,0,7.20283,0.28379,549
-7.1817,0.872036,0.962205,1,3,0,7.46114,0.147125,550
-7.05577,1.0,0.962205,2,3,0,7.19604,0.161405,551
-7.15232,0.981279,0.962205,1,1,0,7.19734,0.150182,552
-6.89828,1.0,0.962205,1,1,0,7.10007,0.185981,553
-6.84116,0.961833,0.962205,2,3,0,7.21135,0.306348,554
-6.74835,1.0,0.962205,1,3,0,6.83268,0.246812,555
-6.74814,1.0,0.962205,1,1,0,6.7483,0.248112,556
-6.79463,0.987839,0.962205,1,3,0,6.80343,0.289392,557
-6.89347,0.874479,0.962205,2,3,0,7.41386,0.186938,558
-7.93664,0.841753,0.962205,1,3,0,8.03636,0.09609,559
-7.68405,1.0,0.962205,2,3,0,8.0018,0.109223,560
-6.81977,1.0,0.962205,1,3,0,7.59525,0.204754,561
-6.93369,0.991268,0.962205,2,3,0,6.93585,0.179435,562
-6.83988,1.0,0.962205,1,1,0,6.91882,0.199135,563
-6.83988,0.847472,0.962205,1,3,0,7.64653,0.199135,564
-7.04497,0.954932,0.962205,1,1,0,7.04514,0.162795,565
-6.84555,1.0,0.962205,1,1,0,7.00085,0.197679,566
-6.78985,1.0,0.962205,1,1,0,6.83437,0.215057,567
-6.75531,0.931692,0.962205,2,3,0,7.20698,0.265294,568
-6.7717,0.995214,0.962205,1,1,0,6.77207,0.277836,569
-7.09599,0.924909,0.962205,1,3,0,7.09921,0.362497,570
-7.35984,0.792413,0.962205,2,3,0,8.31678,0.131123,571
-6.75813,0.964535,0.962205,1,3,0,7.45876,0.268047,572
-7.02025,0.93803,0.962205,1,3,0,7.02786,0.348807,573
-6.83043,0.797864,0.962205,2,3,0,7.93062,0.302877,574
-6.94194,0.988295,0.962205,2,3,0,6.95375,0.332647,575
-7.74618,0.756773,0.962205,1,1,0,7.75666,0.446897,576
-7.74618,0.860255,0.962205,1,1,0,8.30197,0.446897,577
-6.78014,1.0,0.962205,1,3,0,7.45154,0.282534,578
-6.91735,0.958299,0.962205,1,1,0,6.9177,0.326969,579
-6.7924,1.0,0.962205,1,1,0,6.88046,0.288413,580
-8.23152,0.531075,0.962205,2,3,0,9.5737,0.0835744,581
-10.3309,0.78653,0.962205,1,3,0,10.4029,0.0356213,582
-10.2057,1.0,0.962205,1,1,0,10.6735,0.0373377,583
-8.05347,0.898912,0.962205,1,3,0,10.0868,0.0908227,584
-6.791,1.0,0.962205,2,3,0,7.74523,0.287784,585
-6.791,0.532935,0.962205,1,3,0,9.29133,0.287784,586
-7.06009,0.959149,0.962205,2,3,0,7.06596,0.160857,587
-6.77775,0.973894,0.962205,1,3,0,7.16699,0.281271,588
-6.75297,0.993729,0.962205,2,3,0,6.81642,0.262573,589
-6.75297,0.801247,0.962205,1,3,0,7.41506,0.262573,590
-6.77047,0.987503,0.962205,2,3,0,6.82142,0.224155,591
-7.0266,0.93114,0.962205,1,3,0,7.13364,0.350017,592
-7.0266,0.674733,0.962205,1,1,0,7.76242,0.350017,593
-6.78861,0.982952,0.962205,1,3,0,7.11726,0.215563,594
-6.81356,0.997945,0.962205,2,3,0,6.81928,0.206664,595
-6.83812,0.998036,0.962205,2,3,0,6.84948,0.199598,596
-6.86779,0.977257,0.962205,1,3,0,7.0439,0.314224,597
-6.75417,1.0,0.962205,1,3,0,6.83699,0.26403,598
-6.75179,1.0,0.962205,2,3,0,6.75416,0.260952,599
-6.76937,0.991073,0.962205,2,3,0,6.80135,0.2764,600
-7.25243,0.856649,0.962205,1,3,0,7.5303,0.140303,601
-6.81155,0.84776,0.962205,2,3,0,8.72398,0.207303,602
-6.79899,1.0,0.962205,1,1,0,6.81877,0.211575,603
-6.75367,1.0,0.962205,2,3,0,6.78932,0.263444,604
-6.79786,0.990121,0.962205,1,3,0,6.7981,0.290776,605
-6.79563,1.0,0.962205,2,3,0,6.81089,0.289827,606
-6.89265,0.97009,0.962205,1,1,0,6.8968,0.320873,607
-8.81567,0.617059,0.962205,1,3,0,8.81791,0.53845,608
-6.74805,1.0,0.962205,1,3,0,8.32722,0.250964,609
-6.74805,0.62218,0.962205,2,3,0,8.6931,0.250964,610
-6.74805,0.679975,0.962205,1,3,0,8.31926,0.250964,611
-6.74838,0.992017,0.962205,2,3,0,6.79031,0.253365,612
-6.7879,0.992867,0.962205,2,3,0,6.79702,0.215853,613
-7.04696,0.928418,0.962205,1,3,0,7.19226,0.353813,614
-8.19571,0.66441,0.962205,1,1,0,8.21874,0.489615,615
-8.50045,0.893038,0.962205,1,1,0,8.9755,0.514782,616
-6.9971,1.0,0.962205,1,1,0,7.97395,0.344282,617
-8.55936,0.57421,0.962205,1,1,0,8.56557,0.519372,618
-8.68998,0.952767,0.962205,1,1,0,9.32009,0.529268,619
-7.51181,1.0,0.962205,1,1,0,8.41189,0.420806,620
-6.82197,0.971076,0.962205,1,3,0,7.64923,0.204101,621
-7.25675,0.703379,0.962205,2,3,0,8.94912,0.139909,622
-7.1994,1.0,0.962205,2,3,0,7.32693,0.145351,623
-6.78553,1.0,0.962205,2,3,0,7.09924,0.285229,624
-6.908,0.938835,0.962205,2,3,0,7.11959,0.1841,625
-6.83936,1.0,0.962205,1,1,0,6.9018,0.199271,626
-6.9118,0.983421,0.962205,1,1,0,6.92095,0.183383,627
-6.9609,0.989321,0.962205,1,1,0,6.98852,0.174896,628
-6.90726,0.827928,0.962205,2,3,0,8.84287,0.184241,629
-8.27101,0.794305,0.962205,1,3,0,8.45579,0.0820793,630
-6.75188,0.936843,0.962205,1,3,0,8.43057,0.239125,631
-6.82128,0.984098,0.962205,2,3,0,6.86232,0.204305,632
-6.93772,0.991095,0.962205,2,3,0,6.93989,0.178739,633
-8.59825,0.810402,0.962205,2,3,0,9.27086,0.522358,634
-9.70794,0.666322,0.962205,1,1,0,10.244,0.595903,635
-6.76191,1.0,0.962205,1,3,0,9.1524,0.229565,636
-6.77429,0.998928,0.962205,2,3,0,6.77592,0.222104,637
-6.86983,0.96999,0.962205,1,3,0,6.95082,0.314794,638
-8.60477,0.687907,0.962205,2,3,0,8.60733,0.0707938,639
-7.64105,1.0,0.962205,1,1,0,8.48145,0.111747,640
-7.27461,1.0,0.962205,1,1,0,7.60893,0.138301,641
-7.65777,0.939005,0.962205,1,1,0,7.68363,0.110754,642
-7.21766,1.0,0.962205,1,1,0,7.59748,0.143568,643
-7.33434,0.949513,0.962205,2,3,0,7.94227,0.133191,644
-8.38049,0.918977,0.962205,2,3,0,8.38821,0.505173,645
-7.14805,1.0,0.962205,1,1,0,7.9805,0.371124,646
-8.28261,0.664503,0.962205,1,1,0,8.33072,0.497053,647
-7.3672,1.0,0.962205,1,1,0,8.07296,0.402764,648
-8.00324,0.793238,0.962205,1,1,0,8.14702,0.472279,649
-7.1886,1.0,0.962205,1,1,0,7.78417,0.377492,650
-7.94402,0.762111,0.962205,1,1,0,8.02147,0.466679,651
-8.41213,0.840648,0.962205,1,1,0,8.77712,0.507743,652
-6.75777,1.0,0.962205,1,3,0,8.14596,0.23282,653
-6.75047,0.949259,0.962205,2,3,0,7.04537,0.258812,654
-7.57037,0.863627,0.962205,2,3,0,7.64052,0.116115,655
-8.56035,0.876455,0.962205,1,1,0,8.56037,0.0721701,656
-6.83772,0.9896,0.962205,1,3,0,8.58436,0.199705,657
-6.78889,0.947499,0.962205,2,3,0,7.19341,0.286819,658
-7.00662,0.824,0.962205,2,3,0,7.65678,0.346165,659
-7.04,0.881937,0.962205,1,3,0,7.59268,0.163446,660
-7.16417,0.991968,0.962205,2,3,0,7.20064,0.148931,661
-7.11524,1.0,0.962205,1,1,0,7.22246,0.15426,662
-7.45023,0.980412,0.962205,2,3,0,7.46536,0.124266,663
-7.54067,0.86845,0.962205,1,3,0,8.82944,0.424208,664
-6.96858,1.0,0.962205,1,1,0,7.36619,0.338433,665
-7.34064,0.880115,0.962205,1,1,0,7.37396,0.399243,666
-6.77569,0.756709,0.962205,2,3,0,8.44968,0.280141,667
-6.76442,0.995496,0.962205,1,3,0,6.80939,0.227828,668
-6.78292,0.99524,0.962205,1,1,0,6.7844,0.217984,669
-6.75374,0.996939,0.962205,1,3,0,6.79809,0.263527,670
-6.75243,1.0,0.962205,1,1,0,6.75437,0.261864,671
-7.04844,0.819459,0.962205,2,3,0,7.80759,0.162344,672
-7.24539,0.987599,0.962205,2,3,0,7.27041,0.140952,673
-6.74812,0.984216,0.962205,1,3,0,7.26149,0.251773,674
-7.33554,0.783226,0.962205,2,3,0,8.01929,0.398559,675
-7.44384,0.961974,0.962205,1,1,0,7.6261,0.412546,676
-7.02974,1.0,0.962205,2,3,0,7.32755,0.164812,677
-6.75378,0.866616,0.962205,2,3,0,8.09961,0.23675,678
-6.77611,0.99757,0.962205,2,3,0,6.77715,0.280379,679
-7.36623,0.684288,0.962205,2,3,0,8.48531,0.130615,680
-7.00185,1.0,0.962205,1,1,0,7.29867,0.168691,681
-6.90697,1.0,0.962205,1,1,0,6.99944,0.184297,682
-7.29079,0.940549,0.962205,1,3,0,7.29111,0.136878,683
-7.43949,0.975116,0.962205,1,1,0,7.51156,0.125045,684
-6.98534,1.0,0.962205,1,1,0,7.35143,0.171112,685
-6.98534,0.767623,0.962205,1,3,0,8.63082,0.171112,686
-7.08044,0.980704,0.962205,1,1,0,7.11295,0.15834,687
-6.78074,1.0,0.962205,1,3,0,7.02434,0.218971,688
-7.79947,0.799691,0.962205,1,3,0,8.01027,0.10289,689
-6.87354,1.0,0.962205,2,3,0,7.54696,0.315816,690
-7.51787,0.804322,0.962205,1,1,0,7.5207,0.421525,691
-7.51787,0.173,0.962205,1,1,0,10.6425,0.421525,692
-8.80769,0.834085,0.962205,2,3,0,8.9588,0.537877,693
-8.80769,0.876141,0.962205,1,1,0,9.72875,0.537877,694
-8.80538,1.0,0.962205,1,1,0,9.5442,0.537711,695
-6.77516,1.0,0.962205,1,3,0,8.19337,0.279848,696
-6.81103,0.98917,0.962205,1,1,0,6.8144,0.296018,697
-8.67101,0.676509,0.962205,2,3,0,8.6829,0.0688052,698
-7.17773,0.972075,0.962205,1,3,0,8.5261,0.14753,699
-6.96426,0.975454,0.962205,2,3,0,7.50486,0.174361,700
-6.77366,1.0,0.962205,1,3,0,6.92365,0.222433,701
-6.80071,0.993183,0.962205,1,1,0,6.80307,0.210959,702
-7.08848,0.949528,0.962205,1,3,0,7.09554,0.157374,703
-6.76894,1.0,0.962205,2,3,0,7.01836,0.276128,704
-7.34675,0.685723,0.962205,2,3,0,8.4866,0.132177,705
-8.32453,0.869936,0.962205,1,3,0,8.32751,0.0801116,706
-7.71893,1.0,0.962205,1,1,0,8.28049,0.107244,707
-6.83297,1.0,0.962205,1,3,0,7.62335,0.200981,708
-6.77009,1.0,0.962205,1,1,0,6.81718,0.224369,709
-6.77062,0.975179,0.962205,2,3,0,6.92489,0.27718,710
-6.75034,0.998803,0.962205,1,3,0,6.77638,0.241557,711
-7.6423,0.858441,0.962205,2,3,0,7.75462,0.111672,712
-7.38089,1.0,0.962205,1,1,0,7.66044,0.129463,713
-7.50291,0.980341,0.962205,1,1,0,7.59572,0.120569,714
-7.60127,0.984968,0.962205,1,1,0,7.71919,0.11417,715
-7.08447,0.976636,0.962205,2,3,0,7.98371,0.157854,716
-8.03306,0.929718,0.962205,2,3,0,8.09188,0.475048,717
-7.45649,1.0,0.962205,2,3,0,8.00148,0.414111,718
-6.79853,0.996791,0.962205,2,3,0,7.55822,0.211742,719
-6.95847,0.950896,0.962205,1,3,0,7.10296,0.336276,720
-7.04422,0.88443,0.962205,1,3,0,7.53652,0.162893,721
-7.2088,0.989514,0.962205,2,3,0,7.23849,0.144427,722
-8.37148,0.857034,0.962205,1,3,0,8.40245,0.0784391,723
-7.31827,0.955691,0.962205,1,3,0,8.22065,0.134528,724
-7.42259,0.982562,0.962205,1,1,0,7.51036,0.12629,725
-6.8716,0.926307,0.962205,1,3,0,7.81152,0.315282,726
-6.74879,0.999923,0.962205,1,3,0,6.86199,0.245112,727
-7.25517,0.878354,0.962205,1,3,0,7.32263,0.387385,728
-6.9839,0.585113,0.962205,2,3,0,9.51685,0.341615,729
-6.77512,1.0,0.962205,1,3,0,6.91929,0.279822,730
-9.95926,0.50667,0.962205,2,3,0,9.96192,0.041001,731
-7.61462,0.942718,0.962205,1,3,0,9.89068,0.113347,732
-7.17991,1.0,0.962205,1,1,0,7.551,0.147307,733
-6.96224,0.95875,0.962205,1,3,0,7.64281,0.337086,734
-6.75287,0.998188,0.962205,1,3,0,6.95935,0.23783,735
-7.94054,0.816477,0.962205,2,3,0,8.06133,0.095907,736
-7.52088,1.0,0.962205,1,1,0,7.92565,0.119354,737
-6.78309,0.871684,0.962205,2,3,0,9.88101,0.217911,738
-6.78294,0.976135,0.962205,2,3,0,6.94337,0.283963,739
-7.07443,0.933603,0.962205,1,3,0,7.07487,0.358752,740
-7.02469,0.884614,0.962205,1,3,0,7.64877,0.165496,741
-7.02469,0.95953,0.962205,1,1,0,7.21478,0.165496,742
-6.89528,1.0,0.962205,2,3,0,7.00786,0.186576,743
-6.83507,1.0,0.962205,1,1,0,6.89132,0.200411,744
-6.7655,0.982107,0.962205,2,3,0,6.95617,0.273844,745
-6.88907,0.958045,0.962205,1,3,0,6.98259,0.187829,746
-6.75864,0.908896,0.962205,2,3,0,7.51801,0.268506,747
-6.75864,0.589395,0.962205,1,3,0,8.30883,0.268506,748
-8.08901,0.718181,0.962205,1,3,0,8.14677,0.48016,749
-7.22003,1.0,0.962205,2,3,0,7.86446,0.143341,750
-6.93373,1.0,0.962205,1,1,0,7.16373,0.179427,751
-6.76414,1.0,0.962205,1,3,0,6.89942,0.228016,752
-6.8165,0.982767,0.962205,1,3,0,6.86547,0.298042,753
-6.77528,1.0,0.962205,1,1,0,6.80696,0.279912,754
-6.86341,0.965387,0.962205,1,3,0,6.96369,0.193381,755
-7.22224,0.969563,0.962205,2,3,0,7.24269,0.382571,756
-6.81583,0.72806,0.962205,2,3,0,8.47923,0.297798,757
-6.74804,1.0,0.962205,1,3,0,6.80753,0.249203,758
-6.78215,0.991335,0.962205,1,3,0,6.78837,0.218327,759
-6.78215,0.520511,0.962205,1,3,0,9.20291,0.218327,760
-6.75025,0.998098,0.962205,1,3,0,6.78914,0.258414,761
-6.81289,0.97725,0.962205,2,3,0,6.87948,0.296718,762
-9.84481,0.510664,0.962205,2,3,0,9.84494,0.0428417,763
-8.4303,1.0,0.962205,2,3,0,9.71978,0.0764102,764
-7.56379,1.0,0.962205,1,1,0,8.31589,0.116537,765
-8.76091,0.906533,0.962205,2,3,0,8.76093,0.534489,766
-8.40504,1.0,0.962205,1,1,0,9.17547,0.50717,767
-7.13752,1.0,0.962205,1,1,0,7.98884,0.369424,768
-6.83716,1.0,0.962205,1,1,0,7.04364,0.305078,769
-6.84715,0.889025,0.962205,2,3,0,7.34481,0.308203,770
-6.81831,0.908451,0.962205,2,3,0,7.26301,0.298694,771
-7.27995,0.859864,0.962205,1,1,0,7.28003,0.390912,772
-6.75122,1.0,0.962205,1,3,0,7.2172,0.240095,773
-7.82347,0.643467,0.962205,2,3,0,8.99921,0.454836,774
-7.82347,0.681886,0.962205,1,3,0,9.13697,0.454836,775
-6.79596,0.998348,0.962205,1,3,0,7.84014,0.21269,776
-6.79596,0.406893,0.962205,1,3,0,10.2403,0.21269,777
-6.80388,0.999347,0.962205,2,3,0,6.81443,0.20985,778
-6.78028,0.920551,0.962205,2,3,0,7.41785,0.219179,779
-8.33773,0.534695,0.962205,2,3,0,10.1782,0.0796366,780
-9.65026,0.885743,0.962205,1,1,0,9.6509,0.0461959,781
-10.8795,0.933821,0.962205,1,1,0,10.9106,0.0290713,782
-9.49868,1.0,0.962205,1,1,0,10.812,0.0490251,783
-7.64712,0.929663,0.962205,1,3,0,9.35453,0.111384,784
-7.11203,1.0,0.962205,1,1,0,7.55358,0.154626,785
-6.77187,1.0,0.962205,2,3,0,7.03561,0.277937,786
-6.9792,0.968241,0.962205,2,3,0,6.98814,0.172039,787
-7.17265,0.923392,0.962205,1,3,0,7.65228,0.37502,788
-6.96667,0.931998,0.962205,2,3,0,7.64761,0.173981,789
-6.84636,1.0,0.962205,1,1,0,6.94439,0.197475,790
-7.00282,0.988464,0.962205,2,3,0,7.00516,0.168551,791
-7.12143,0.976395,0.962205,1,1,0,7.15252,0.153561,792
-7.04571,1.0,0.962205,1,1,0,7.15435,0.162699,793
-7.57532,0.96893,0.962205,2,3,0,7.57534,0.1158,794
-7.00185,0.98023,0.962205,2,3,0,7.87109,0.168691,795
-6.83931,0.964906,0.962205,2,3,0,7.21423,0.305761,796
-7.45944,0.813454,0.962205,1,1,0,7.45964,0.414474,797
-6.97093,1.0,0.962205,1,1,0,7.31861,0.338927,798
-7.51503,0.828406,0.962205,1,1,0,7.54035,0.421188,799
-9.26639,0.524591,0.962205,1,1,0,9.39146,0.568996,800
-7.26057,1.0,0.962205,2,3,0,8.58049,0.38816,801
-6.97117,1.0,0.962205,1,1,0,7.20106,0.338978,802
-6.78366,0.985413,0.962205,1,3,0,7.05199,0.217658,803
-6.78366,0.674779,0.962205,1,3,0,8.27408,0.217658,804
-6.78366,0.562517,0.962205,1,3,0,9.34643,0.217658,805
-6.7569,0.996035,0.962205,2,3,0,6.81469,0.233594,806
-6.91508,0.966886,0.962205,2,3,0,6.99362,0.182772,807
-7.09878,0.96191,0.962205,1,1,0,7.10684,0.156156,808
-6.74808,0.99258,0.962205,1,3,0,7.09399,0.248625,809
-6.74802,0.999999,0.962205,2,3,0,6.74809,0.250086,810
-7.17577,0.856694,0.962205,2,3,0,7.60025,0.375506,811
-6.79516,0.778562,0.962205,2,3,0,8.17338,0.289621,812
-6.79516,0.628385,0.962205,1,3,0,8.63584,0.289621,813
-7.76751,0.702207,0.962205,2,3,0,8.44349,0.104583,814
-6.78042,0.883461,0.962205,2,3,0,9.14868,0.219117,815
-6.78471,0.998912,0.962205,1,1,0,6.79222,0.2172,816
-6.74805,0.999913,0.962205,1,3,0,6.78124,0.249094,817
-6.74803,0.999974,0.962205,2,3,0,6.7482,0.250377,818
-6.7488,0.998277,0.962205,2,3,0,6.7573,0.245104,819
